time	V(vout)
8.529999999999224e-001	2.779198e+000
8.530999999999224e-001	2.777424e+000
8.531999999999224e-001	2.771669e+000
8.533999999999223e-001	2.766194e+000
8.534999999999223e-001	2.764487e+000
8.535999999999223e-001	2.762278e+000
8.536999999999223e-001	2.759315e+000
8.537999999999223e-001	2.760621e+000
8.538999999999223e-001	2.758365e+000
8.540063999999263e-001	2.753710e+000
8.540367999998837e-001	2.752823e+000
8.540671999998409e-001	2.751904e+000
8.540975999997983e-001	2.750954e+000
8.541279999997556e-001	2.749972e+000
8.541583999997130e-001	2.748959e+000
8.541887999996702e-001	2.747914e+000
8.542191999996276e-001	2.746838e+000
8.542999999999222e-001	2.742846e+000
8.543999999999222e-001	2.743109e+000
8.544999999999222e-001	2.743713e+000
8.545999999999222e-001	2.738602e+000
8.546154288138272e-001	2.738254e+000
8.546308576277323e-001	2.737877e+000
8.546462864416373e-001	2.737471e+000
8.546617152555425e-001	2.737035e+000
8.546771440694475e-001	2.736571e+000
8.546925728833525e-001	2.736078e+000
8.547080016972576e-001	2.735555e+000
8.547354300262097e-001	2.734667e+000
8.547628583551618e-001	2.733863e+000
8.547902866841138e-001	2.733145e+000
8.548177150130659e-001	2.732512e+000
8.548451433420180e-001	2.731964e+000
8.548725716709701e-001	2.731502e+000
8.548999999999222e-001	2.731125e+000
8.549999999999222e-001	2.725810e+000
8.550999999999221e-001	2.718095e+000
8.552071821320709e-001	2.713239e+000
